Application,Buyer_Name,Headquarters_Location,Manufacturing_Locations,Contact_Information,Website,Review_Score,Annual_Volume_kg,Annual_Revenue_USD,Established_Year,Employee_Count,Procurement_Contact,Required_Certifications,Typical_Lead_Time_Days,Payment_Terms,Contract_Duration_Months,Quality_Standards,Sustainability_Commitment,Supply_Chain_Tier,Recent_Growth_Rate
Polymerization catalysts,W.R. Grace & Co.,"Columbia, Maryland, USA","Lake Charles (USA), Worms (Germany), Kuantan (Malaysia), Dubai (UAE)",catalyst.suppliers@grace.com,www.grace.com,4.7,850,"$1,940,000,000",1854,4300,"Mark Thompson, +1-410-531-4000","ISO 9001, ISO 14001, REACH",30,"Net 30",12,"ISO 9001:2015, Six Sigma","Environmental stewardship program, Reduced energy consumption",1,3.5%
Polymerization catalysts,LyondellBasell,"Houston, Texas, USA","Frankfurt (Germany), Houston (USA), Ferrara (Italy), Rayong (Thailand)",catalyst.procurement@lyondellbasell.com,www.lyondellbasell.com,4.5,1400,"$45,800,000,000",1953,19200,"Sarah Miller, +1-713-309-7200","ISO 9001, ISO 14001, Responsible Care",45,"Net 45",24,"ISO 9001:2015, Six Sigma","Circular economy initiatives, Plastic waste management",1,2.9%
Polymerization catalysts,PQ Corporation,"Malvern, Pennsylvania, USA","Conshohocken (USA), The Hague (Netherlands), Tlalnepantla (Mexico)",procurement@pqcorp.com,www.pqcorp.com,4.3,620,"$1,450,000,000",1831,3000,"William Davis, +1-610-651-4200","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015","Water conservation program, Sustainable silica manufacturing",2,5.2%
Polymerization catalysts,Sinopec Shanghai Petrochemical,"Shanghai, China","Shanghai (China), Beijing (China), Guangzhou (China)",catalyst.purchase@sinopec.com,www.spc.com.cn,4.1,2800,"$10,280,000,000",1972,31000,"Li Xiaoming, +86-21-5794-3000","ISO 9001, GB/T 19001",21,"30% advance, 70% before delivery",12,"GB/T 19001-2016, GB/T 24001","Green enterprise initiative, Clean production program",1,9.5%
Polymerization catalysts,Tosoh Corporation,"Tokyo, Japan","Shunan (Japan), Nanyo (Japan), Houston (USA), Zwijndrecht (Belgium)",catalyst.procurement@tosoh.co.jp,www.tosoh.com,4.4,580,"$8,100,000,000",1935,12000,"Takashi Nakamura, +81-3-5427-5118","ISO 9001, ISO 14001, JIS Q 9001",30,"Net 45",12,"JIS Q 9001, Six Sigma","Zero emissions initiative, Resource recycling program",1,4.1%
Polymerization catalysts,Evonik Industries,"Essen, Germany","Hanau (Germany), Mobile (USA), Shanghai (China), Antwerp (Belgium)",catalyst.supply@evonik.com,www.evonik.com/catalysts,4.6,950,"$14,900,000,000",2007,33000,"Dr. Klaus Wagner, +49-201-177-01","ISO 9001, ISO 14001, REACH",30,"Net 45",12,"ISO 9001:2015, ISO 14001:2015","Sustainability strategy 2030, Circular plastics program",1,5.8%
LED phosphor materials,Nichia Corporation,"Anan, Japan","Anan (Japan), Kaminaka (Japan), Shanghai (China), Detroit (USA)",purchasing@nichia.co.jp,www.nichia.com,4.9,1350,"$2,850,000,000",1956,9500,"Hiroyoshi Ogawa, +81-884-22-2311","ISO 9001, ISO 14001, RoHS",30,"Net 45",12,"ISO 9001:2015, RoHS","Carbon neutral by 2030, Green product development",1,6.2%
LED phosphor materials,Lumileds Holding B.V.,"Amsterdam, Netherlands","San Jose (USA), Penang (Malaysia), Aachen (Germany), Singapore",materials.procurement@lumileds.com,www.lumileds.com,4.7,980,"$1,350,000,000",2015,7000,"Erik van der Heijden, +31-20-504-7000","ISO 9001, IATF 16949, ISO 14001",45,"Net 45",24,"ISO 9001:2015, IATF 16949","Sustainable lighting, Energy efficiency program",1,4.8%
LED phosphor materials,Seoul Semiconductor,"Ansan, South Korea","Ansan (South Korea), Tianjin (China), Phoenix (USA), Hanover (Germany)",material.purchasing@seoulsemicon.com,www.seoulsemicon.com,4.6,850,"$1,180,000,000",1992,10000,"Kim Sung-ho, +82-31-364-3000","ISO 9001, ISO 14001, RoHS",30,"Net 30",12,"ISO 9001:2015, KS Q ISO 9001","Zero defect program, Green semiconductor initiative",1,9.3%
LED phosphor materials,Intematix Corporation,"Fremont, California, USA","Fremont (USA), Taoyuan (Taiwan), Suzhou (China)",procurement@intematix.com,www.intematix.com,4.5,350,"$95,000,000",2000,320,"Jennifer Lee, +1-510-933-3300","ISO 9001, RoHS",21,"Net 30",12,"ISO 9001:2015, RoHS","Low energy phosphor production, Sustainable materials innovation",2,11.5%
LED phosphor materials,Mitsubishi Chemical Corporation,"Tokyo, Japan","Tokyo (Japan), Ibaraki (Japan), Shanghai (China), Düsseldorf (Germany)",led.materials@m-chemical.co.jp,www.m-chemical.co.jp,4.7,720,"$28,600,000,000",1933,40000,"Takeshi Yamamoto, +81-3-6748-7300","ISO 9001, ISO 14001, RoHS",30,"Net 45",12,"ISO 9001:2015, JIS Q 9001","KAITEKI sustainability vision, Chemical recycling initiatives",1,3.5%
LED phosphor materials,Merck KGaA,"Darmstadt, Germany","Darmstadt (Germany), Burlington (USA), Shanghai (China), Bengaluru (India)",materials.purchasing@merckgroup.com,www.merck-performance-materials.com,4.8,680,"$19,200,000,000",1668,60000,"Dr. Stefan Müller, +49-6151-72-0","ISO 9001, ISO 14001, REACH",45,"Net 45",24,"ISO 9001:2015, ISO 14001:2015","Sustainable Business Value initiative, Carbon neutrality by 2040",1,5.1%
LED phosphor materials,Tridonic GmbH & Co KG,"Dornbirn, Austria","Dornbirn (Austria), Ennenda (Switzerland), Shenzhen (China), Spennymoor (UK)",supply.management@tridonic.com,www.tridonic.com,4.5,410,"$480,000,000",1952,1900,"Thomas Holzner, +43-5572-395-0","ISO 9001, ISO 14001, RoHS",30,"Net 30",12,"ISO 9001:2015, RoHS","LED quality initiative, Energy-efficient lighting solutions",1,7.3%
LED phosphor materials,Idemitsu Kosan,"Tokyo, Japan","Chiba (Japan), Sodegaura (Japan), Taipei (Taiwan), Frankfurt (Germany)",oled.materials@idemitsu.com,www.idemitsu.com,4.4,580,"$36,700,000,000",1911,13300,"Kenji Takahashi, +81-3-3213-3100","ISO 9001, ISO 14001, RoHS",30,"Net 45",12,"ISO 9001:2015, JIS Q 9001","Carbon neutral transformation, Circular economy approach",1,2.8%
LED phosphor materials,Dow Electronic Materials,"Midland, Michigan, USA","Midland (USA), Marlborough (USA), Seoul (South Korea), Shanghai (China)",electronic.materials@dow.com,www.dow.com/electronic,4.7,950,"$55,000,000,000",1897,36500,"Christina Parker, +1-989-636-1000","ISO 9001, ISO 14001, REACH",45,"Net 45",24,"ISO 9001:2015, ISO 14001:2015","Sustainability goals 2025, Resource efficiency focus",1,4.2%
Transistors for quantum computing,IBM Quantum,"Armonk, New York, USA","Yorktown Heights (USA), Zurich (Switzerland), Tokyo (Japan), Melbourne (Australia)",quantum.procurement@ibm.com,www.ibm.com/quantum-computing,4.9,380,"$77,100,000,000",1911,350000,"Dr. Michael Johnson, +1-914-499-1900","ISO 9001, ISO 14001, NIST 800-53",60,"Net 60",24,"ISO 9001:2015, NIST 800-53","Quantum-safe cryptography initiative, Net zero by 2030",1,9.7%
Transistors for quantum computing,Google Quantum AI,"Mountain View, California, USA","Santa Barbara (USA), Los Angeles (USA), Zurich (Switzerland), London (UK)",quantum.suppliers@google.com,www.quantumai.google,4.8,420,"$257,600,000,000",1998,156500,"Dr. Sarah Chen, +1-650-253-0000","ISO 9001, ISO 27001, NIST 800-53",45,"Net 45",12,"ISO 9001:2015, NIST 800-53","Carbon-neutral since 2007, Circular economy focus",1,15.8%
Transistors for quantum computing,Rigetti Computing,"Berkeley, California, USA","Berkeley (USA), Fremont (USA), London (UK), Adelaide (Australia)",supply.chain@rigetti.com,www.rigetti.com,4.6,85,"$32,000,000",2013,170,"Dr. Chad Rigetti, +1-510-210-5550","ISO 9001, ISO/IEC 27001",30,"Net 30",12,"ISO 9001:2015, ISO/IEC 27001","Quantum efficiency programs, Sustainable computing",2,23.5%
Transistors for quantum computing,IQM Quantum Computers,"Espoo, Finland","Espoo (Finland), Munich (Germany), Paris (France)",procurement@meetiqm.com,www.meetiqm.com,4.5,65,"$25,000,000",2018,140,"Dr. Jan Goetz, +358-50-477-8091","ISO 9001, ISO/IEC 27001",21,"Net 30",12,"ISO 9001:2015","European Green Digital Coalition, Energy-efficient quantum computing",2,35.8%
Transistors for quantum computing,D-Wave Systems,"Burnaby, Canada","Burnaby (Canada), Palo Alto (USA)",purchasing@dwavesys.com,www.dwavesys.com,4.7,95,"$43,000,000",1999,190,"Dr. Alan Baratz, +1-604-630-1428","ISO 9001, ISO/IEC 27001",30,"Net 45",12,"ISO 9001:2015, ISO/IEC 27001","Quantum for good initiative, Energy efficiency program",1,17.9%
Transistors for quantum computing,Xanadu Quantum Technologies,"Toronto, Canada","Toronto (Canada), Vancouver (Canada)",procurement@xanadu.ai,www.xanadu.ai,4.5,70,"$28,000,000",2016,130,"Dr. Christian Weedbrook, +1-416-900-5458","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Photonic quantum computing, Low energy footprint",2,42.3%
Transistors for quantum computing,Quantum Brilliance,"Canberra, Australia","Canberra (Australia), Stuttgart (Germany)",supply@quantumbrilliance.com,www.quantumbrilliance.com,4.2,35,"$18,000,000",2019,60,"Dr. Andrew Horsley, +61-2-6125-8809","ISO 9001",15,"50% advance, 50% on delivery",6,"ISO 9001:2015","Room-temperature quantum computing, Energy efficiency design",3,68.5%
Transistors for quantum computing,Pasqal,"Paris, France","Paris (France), Palaiseau (France)",suppliers@pasqal.com,www.pasqal.com,4.3,55,"$32,000,000",2019,85,"Dr. Georges-Olivier Reymond, +33-1-86-26-76-90","ISO 9001",21,"50% advance, 50% on delivery",12,"ISO 9001:2015","Neutral atom quantum computing, Low-energy operations",2,47.2%
Transistors for quantum computing,Intel Quantum Computing,"Santa Clara, California, USA","Hillsboro (USA), Santa Clara (USA), Chandler (USA), Leixlip (Ireland)",quantum.procurement@intel.com,www.intel.com/quantum,4.7,450,"$79,000,000,000",1968,121000,"Dr. James Clarke, +1-408-765-8080","ISO 9001, ISO 14001, IATF 16949",45,"Net 45",24,"ISO 9001:2015, ISO 14001:2015","RISE strategy, Responsible minerals sourcing",1,7.5%
Medical imaging detectors,Siemens Healthineers,"Erlangen, Germany","Erlangen (Germany), Forchheim (Germany), Malvern (USA), Shanghai (China)",procurement.med@siemens-healthineers.com,www.siemens-healthineers.com,4.9,1850,"$20,700,000,000",2017,66000,"Dr. Bernhard Montag, +49-9131-84-0","ISO 9001, ISO 13485, IEC 60601",60,"Net 60",24,"ISO 13485:2016, ISO 9001:2015","Sustainability 2030 program, Carbon-neutral operations",1,5.2%
Medical imaging detectors,GE Healthcare,"Chicago, Illinois, USA","Waukesha (USA), Buc (France), Haifa (Israel), Beijing (China)",detector.sourcing@gehealthcare.com,www.gehealthcare.com,4.8,1950,"$17,700,000,000",1994,48000,"Dr. Thomas Gentile, +1-866-281-7545","ISO 9001, ISO 13485, IEC 60601",45,"Net 45",24,"ISO 13485:2016, ISO 9001:2015","Carbon neutral by 2030, Eco-design principles",1,3.8%
Medical imaging detectors,Philips Healthcare,"Amsterdam, Netherlands","Best (Netherlands), Bothell (USA), Haifa (Israel), Suzhou (China)",imaging.procurement@philips.com,www.philips.com/healthcare,4.7,1750,"$19,500,000,000",1891,78000,"Frans van Houten, +31-20-59-77777","ISO 9001, ISO 13485, IEC 60601",60,"Net 60",24,"ISO 13485:2016, ISO 14001:2015","Circular economy approach, EcoVision program",1,4.5%
Medical imaging detectors,Canon Medical Systems,"Tochigi, Japan","Otawara (Japan), Tustin (USA), Zoetermeer (Netherlands), Crawley (UK)",procurement@canon-medical.com,www.global.medical.canon,4.6,1350,"$3,700,000,000",1930,10000,"Toshio Takiguchi, +81-287-26-6211","ISO 9001, ISO 13485, JIS Q 9001",45,"Net 45",12,"ISO 13485:2016, JIS Q 9001","Made for Life philosophy, Energy efficiency programs",1,3.1%
Medical imaging detectors,Fujifilm Healthcare,"Tokyo, Japan","Tokyo (Japan), Düsseldorf (Germany), Stamford (USA), Shanghai (China)",imaging.purchasing@fujifilm.com,www.fujifilm.com/healthcare,4.5,950,"$23,200,000,000",1934,75000,"Masataka Nakamura, +81-3-6271-2029","ISO 9001, ISO 13485, JIS Q 9001",30,"Net 45",12,"ISO 13485:2016, JIS Q 9001","Sustainable Value Plan, CO₂ reduction targets",1,5.7%
Medical imaging detectors,Varex Imaging,"Salt Lake City, Utah, USA","Salt Lake City (USA), Las Vegas (USA), Waalre (Netherlands), Beijing (China)",supplier.relations@vareximaging.com,www.vareximaging.com,4.4,680,"$818,000,000",2017,2100,"Sunny Sanyal, +1-801-972-5000","ISO 9001, ISO 13485",30,"Net 30",12,"ISO 13485:2016, ISO 9001:2015","Energy efficiency initiatives, Reduced hazardous materials",1,7.8%
Medical imaging detectors,Hologic Inc.,"Marlborough, Massachusetts, USA","Marlborough (USA), Newark (USA), Manchester (UK), Brussels (Belgium)",imaging.procurement@hologic.com,www.hologic.com,4.5,580,"$3,770,000,000",1985,6400,"Stephen MacMillan, +1-508-263-2900","ISO 9001, ISO 13485, FDA 21 CFR 820",45,"Net 45",24,"ISO 13485:2016, FDA 21 CFR 820","Corporate social responsibility program, Green manufacturing",1,6.3%
Medical imaging detectors,Analogic Corporation,"Peabody, Massachusetts, USA","Peabody (USA), Shanghai (China), Montreal (Canada)",suppliers@analogic.com,www.analogic.com,4.3,320,"$560,000,000",1967,1800,"Thomas Ruchti, +1-978-326-4000","ISO 9001, ISO 13485",30,"Net 30",12,"ISO 13485:2016, FDA 21 CFR 820","Energy management system, Resource conservation",2,4.9%
Medical imaging detectors,United Imaging Healthcare,"Shanghai, China","Shanghai (China), Houston (USA), Warsaw (Poland), Dubai (UAE)",procurement@united-imaging.com,www.united-imaging.com,4.4,850,"$640,000,000",2011,6000,"Zhang Qiang, +86-21-6707-1888","ISO 9001, ISO 13485, NMPA",30,"30% advance, 70% before delivery",12,"ISO 13485:2016, NMPA","Equal Healthcare For All Initiative, Green imaging technology",1,19.3%
Deep-space optical communications,NASA Goddard Space Flight Center,"Greenbelt, Maryland, USA","Greenbelt (USA), Houston (USA), Pasadena (USA)",procurement@gsfc.nasa.gov,www.nasa.gov/goddard,4.9,480,"$5,800,000,000",1959,10000,"Dr. Dennis Andrucyk, +1-301-286-2000","NASA-STD-8739, MIL-STD-883, AS9100D",90,"According to Federal Acquisition Regulation",36,"AS9100D, NASA-STD-8739.6","Earth Science Division sustainability goals, Carbon reduction targets",1,1.8%
Deep-space optical communications,European Space Agency,"Paris, France","Paris (France), Noordwijk (Netherlands), Darmstadt (Germany), Madrid (Spain)",estec.procurement@esa.int,www.esa.int,4.8,380,"$7,540,000,000",1975,2200,"Dr. Johann-Dietrich Wörner, +33-1-5369-7654","ECSS-Q-ST-70, ESA PSS-01, ISO 9001",60,"Net 60",24,"ECSS-Q-ST-70, ISO 9001:2015","Space sustainability office, Clean space initiative",1,2.3%
Deep-space optical communications,Ball Aerospace,"Boulder, Colorado, USA","Boulder (USA), Westminster (USA), Albuquerque (USA)",procurement@ball.com,www.ball.com/aerospace,4.7,290,"$1,350,000,000",1956,5400,"David Kaufman, +1-303-939-4000","AS9100D, ISO 9001, NASA-STD-8739",60,"Net 45",24,"AS9100D, NASA-STD-8739.6","Design for environment program, Carbon footprint reduction goals",1,5.7%
Deep-space optical communications,Northrop Grumman Space Systems,"Redondo Beach, California, USA","Redondo Beach (USA), Gilbert (USA), Dulles (USA), Azusa (USA)",aerospace.procurement@ngc.com,www.northropgrumman.com/space,4.8,650,"$8,900,000,000",1939,90000,"Blake Larson, +1-310-812-4321","AS9100D, ISO 9001, NASA-STD-8739",60,"Net 60",24,"AS9100D, NASA-STD-8739.6","2030 environmental sustainability goals, Green engineering",1,4.2%
Deep-space optical communications,Lockheed Martin Space,"Littleton, Colorado, USA","Littleton (USA), Sunnyvale (USA), Denver (USA), Palo Alto (USA)",space.procurement@lmco.com,www.lockheedmartin.com/space,4.8,620,"$11,400,000,000",1956,116000,"Robert Lightfoot, +1-303-977-3000","AS9100D, ISO 9001, MIL-STD-883",60,"Net 60",24,"AS9100D, NASA-STD-8739.6","Go Green program, Resource efficiency framework",1,3.5%
Deep-space optical communications,Thales Alenia Space,"Cannes, France","Cannes (France), Turin (Italy), Rome (Italy), Madrid (Spain)",procurement@thalesaleniaspace.com,www.thalesaleniaspace.com,4.6,280,"$2,850,000,000",2005,8000,"Hervé Derrey, +33-4-9296-7000","ISO 9001, AS9100D, ECSS-Q-ST",45,"Net 45",24,"AS9100D, ECSS-Q-ST-70","Climate commitment strategy, Energy efficiency initiatives",1,6.2%
Deep-space optical communications,L3Harris Technologies,"Melbourne, Florida, USA","Palm Bay (USA), Rochester (USA), Clifton (USA)",space.procurement@l3harris.com,www.l3harris.com/space,4.7,310,"$18,200,000,000",2019,47000,"William Brown, +1-321-727-9100","AS9100D, ISO 9001, MIL-STD-883",45,"Net 45",24,"AS9100D, MIL-STD-883G","E3 sustainability framework, Environmental stewardship program",1,5.8%
Deep-space optical communications,ROSCOSMOS (JSC RSC Energia),"Moscow, Russia","Korolev (Russia), Baikonur (Kazakhstan)",procurement@energia.ru,www.energia.ru,4.2,240,"$4,200,000,000",1946,24000,"Dmitry Rogozin, +7-495-513-7240","ISO 9001, GOST R",60,"30% advance, 70% on delivery",24,"GOST R ISO 9001-2015","Resource conservation program, Waste management initiatives",1,2.1%
Deep-space optical communications,China Aerospace Science and Technology Corporation,"Beijing, China","Beijing (China), Shanghai (China), Tianjin (China)",procurement@casc.cn,www.spacechina.com,4.3,380,"$38,600,000,000",1999,170000,"Wu Yansheng, +86-10-6837-6022","ISO 9001, GB/T 19001",45,"50% advance, 50% upon delivery",24,"GB/T 19001-2016, GB/T 24001","Green manufacturing program, Clean energy transition",1,7.4%
Transistor components,Taiwan Semiconductor Manufacturing Company,"Hsinchu, Taiwan","Hsinchu (Taiwan), Taichung (Taiwan), Phoenix (USA), Nanjing (China)",procurement@tsmc.com,www.tsmc.com,4.9,2800,"$63,900,000,000",1987,65000,"C.C. Wei, +886-3-505-5901","ISO 9001, IATF 16949, ISO 14001",45,"Net 45",12,"ISO 9001:2015, IATF 16949","2050 net-zero emissions goal, Circular economy approach",1,21.5%
Transistor components,Samsung Electronics (Semiconductor),"Suwon, South Korea","Hwaseong (South Korea), Pyeongtaek (South Korea), Austin (USA), Xi'an (China)",semi.procurement@samsung.com,www.samsung.com/semiconductor,4.8,3100,"$200,600,000,000",1969,267900,"Kim Ki-nam, +82-31-200-1114","ISO 9001, IATF 16949, ISO 14001",30,"Net 30",12,"ISO 9001:2015, IATF 16949","Galaxy for the Planet initiative, Resource efficiency targets",1,15.8%
Transistor components,Intel Corporation,"Santa Clara, California, USA","Hillsboro (USA), Chandler (USA), Rio Rancho (USA), Kiryat Gat (Israel)",supplier.relations@intel.com,www.intel.com,4.7,2600,"$79,000,000,000",1968,121000,"Pat Gelsinger, +1-408-765-8080","ISO 9001, IATF 16949, ISO 14001",30,"Net 30",24,"ISO 9001:2015, IATF 16949","RISE strategy, Net-positive water use by 2030",1,6.5%
Transistor components,Texas Instruments,"Dallas, Texas, USA","Dallas (USA), Richardson (USA), Tucson (USA), Bangalore (India)",procurement@ti.com,www.ti.com,4.6,850,"$18,300,000,000",1930,31000,"Rich Templeton, +1-214-479-3773","ISO 9001, IATF 16949, ISO 14001",30,"Net 30",12,"ISO 9001:2015, IATF 16949","Sustainable manufacturing roadmap, Energy conservation strategy",1,4.9%
Transistor components,GlobalFoundries,"Santa Clara, California, USA","Malta (USA), Dresden (Germany), Singapore, Chengdu (China)",supplier.portal@globalfoundries.com,www.globalfoundries.com,4.5,1850,"$6,580,000,000",2009,15000,"Thomas Caulfield, +1-408-462-3900","ISO 9001, IATF 16949, ISO 14001",45,"Net 45",12,"ISO 9001:2015, IATF 16949","Corporate responsibility roadmap, PFC emission reduction",1,12.3%
Transistor components,STMicroelectronics,"Geneva, Switzerland","Crolles (France), Catania (Italy), Shenzhen (China), Calamba (Philippines)",purchasing.dept@st.com,www.st.com,4.7,1250,"$15,300,000,000",1987,46000,"Jean-Marc Chery, +41-22-929-2929","ISO 9001, IATF 16949, ISO 14001",30,"Net 30",12,"ISO 9001:2015, IATF 16949","Carbon neutrality by 2027, Sustainable technology program",1,8.7%
